Spot / Vendor,Type
Bali Eco Tours - Gianyar Regency,"['Wisata Alam & Taman (40)', 'Cocok untuk Pasangan (544)', 'Harga terjangkau (464)', 'Cocok untuk Kelompok Besar (301)', 'Lokasi bulan madu (248)', 'Tempat yang Belum Populer (140)', 'Cocok untuk Penggemar Aktivitas Ekstrem (114)', 'Berjiwa petualang (69)']"
Taman Burung Bali - Gianyar Regency,"['Wisata Alam & Taman (40)', 'Kebun Binatang & Akuarium (4)', 'Cocok untuk Pasangan (544)', 'Cocok untuk Anak-Anak (331)', 'Cocok untuk Kelompok Besar (301)', 'Lokasi bulan madu (248)']"
Bali Zoo - Gianyar Regency,"['Wisata Alam & Taman (40)', 'Kebun Binatang & Akuarium (4)', 'Cocok untuk Pasangan (544)', 'Cocok untuk Anak-Anak (331)', 'Cocok untuk Kelompok Besar (301)']"
Night At The Zoo - Gianyar Regency,"['Wisata Alam & Taman (40)', 'Kebun Binatang & Akuarium (4)', 'Cocok untuk Pasangan (544)', 'Cocok untuk Anak-Anak (331)', 'Cocok untuk Kelompok Besar (301)']"
Air Terjun Kanto Lampo - Gianyar Regency,"['Wisata Alam & Taman (40)', 'Cocok untuk Pasangan (544)', 'Cocok untuk Anak-Anak (331)', 'Cocok untuk Kelompok Besar (301)', 'Lokasi bulan madu (248)', 'Tempat yang Belum Populer (140)', 'Cocok untuk Penggemar Aktivitas Ekstrem (114)', 'Berjiwa petualang (69)']"
Kemenuh Butterfly Park - Gianyar Regency,"['Wisata Alam & Taman (40)', 'Harga terjangkau (464)', 'Cocok untuk Anak-Anak (331)']"
Taman Safari dan Bahari Bali - Gianyar Regency,"['Wisata Alam & Taman (40)', nan, 'Cocok untuk Pasangan (544)', 'Cocok untuk Anak-Anak (331)', 'Cocok untuk Kelompok Besar (301)']"
Mason Elephant Park - Gianyar Regency,"['Wisata Alam & Taman (40)', 'Cocok untuk Pasangan (544)', 'Cocok untuk Anak-Anak (331)', 'Cocok untuk Kelompok Besar (301)', 'Lokasi bulan madu (248)']"
Air Terjun Tegenungan - Gianyar Regency,"['Wisata Alam & Taman (40)', 'Cocok untuk Pasangan (544)', 'Harga terjangkau (464)', 'Cocok untuk Anak-Anak (331)', 'Cocok untuk Kelompok Besar (301)', 'Lokasi bulan madu (248)', 'Cocok untuk Penggemar Aktivitas Ekstrem (114)']"
Goa Rang Reng - Gianyar Regency,"['Wisata Alam & Taman (40)', 'Lokasi bulan madu (248)', 'Tempat yang Belum Populer (140)', 'Cocok untuk Penggemar Aktivitas Ekstrem (114)']"
Goa Gajah - Gianyar Regency,"['Wisata Alam & Taman (40)', 'Cocok untuk Pasangan (544)', 'Harga terjangkau (464)', 'Cocok untuk Anak-Anak (331)', 'Cocok untuk Kelompok Besar (301)']"
Har's Garden - Gianyar Regency,"['Wisata Alam & Taman (40)', 'Lokasi bulan madu (248)', 'Tempat yang Belum Populer (140)']"
Ubud Sari Coffee Luwak Agrotourism - Gianyar Regency,"['Wisata Alam & Taman (40)', 'Cocok untuk Anak-Anak (331)', 'Lokasi bulan madu (248)', 'Masuk Gratis (99)']"
Keramas Beach - Gianyar Regency,['Wisata Alam & Taman (40)']
Taman Sari Waterfall - Gianyar Regency,['Wisata Alam & Taman (40)']
Taman Sari Waterfall And Natural Pool - Gianyar Regency,['Wisata Alam & Taman (40)']
Manuaba Waterfall - Gianyar Regency,['Wisata Alam & Taman (40)']
Pantai Lebih - Gianyar Regency,['Wisata Alam & Taman (40)']
The Fire Flies Garden - Gianyar Regency,['Wisata Alam & Taman (40)']
Air Terjun Blangsinga - Gianyar Regency,"['Wisata Alam & Taman (40)', 'Cocok untuk Kelompok Besar (301)']"
Kemenuh Orchid Garden - Gianyar Regency,['Wisata Alam & Taman (40)']
Taro Village Experience - Gianyar Regency,['Wisata Alam & Taman (40)']
Balitopia Butterfly Park - Gianyar Regency,['Wisata Alam & Taman (40)']
Pantai Ketewel - Gianyar Regency,['Wisata Alam & Taman (40)']
Bali Theatre - Gianyar Regency,"['Konser & Pertunjukan (27)', 'Bagus Saat Hujan (401)', 'Cocok untuk Kelompok Besar (301)', 'Tempat yang Belum Populer (140)']"
Kecak Fire & Trance Dance (Pura Dalem Taman Kaja) - Gianyar Regency,['Konser & Pertunjukan (27)']
Tari Traditional Barong dan Waksirsa - Gianyar Regency,['Konser & Pertunjukan (27)']
Legong of Mahabrata Epic - Gianyar Regency,['Konser & Pertunjukan (27)']
Dance Performance At Ubud Palace - Gianyar Regency,['Konser & Pertunjukan (27)']
Tirta Sari - Gianyar Regency,['Konser & Pertunjukan (27)']
Sahadewa Barong Dance & Fire Dance - Gianyar Regency,['Konser & Pertunjukan (27)']
Kecak Fire & Trance Dance Pura Batu Karu - Gianyar Regency,['Konser & Pertunjukan (27)']
Tek Tok Dance - Gianyar Regency,['Konser & Pertunjukan (27)']
Balai Banjar Ubud Kelod - Gianyar Regency,['Konser & Pertunjukan (27)']
Pertunjukan Tari Barong & Kris - Gianyar Regency,['Konser & Pertunjukan (27)']
Oka Kartini Shadow Puppet Performance - Gianyar Regency,['Konser & Pertunjukan (27)']
Semara Ratih - Gianyar Regency,['Konser & Pertunjukan (27)']
Chandra Wati Ladies Orchestra & Dance Troupe - Gianyar Regency,['Konser & Pertunjukan (27)']
Krama Desa Adat Junjungan - Gianyar Regency,['Konser & Pertunjukan (27)']
"Balerung Stage, - Gianyar Regency",['Konser & Pertunjukan (27)']
Balinese Living Arts - Gianyar Regency,['Konser & Pertunjukan (27)']
Panggung Saha Dewa - Gianyar Regency,['Konser & Pertunjukan (27)']
Cenik Wayah Children's Gamelan & Dance Group - Gianyar Regency,['Konser & Pertunjukan (27)']
Kecak Fire and Trance Dance by Sandhi Suara - Gianyar Regency,['Konser & Pertunjukan (27)']
Sanggar Seni Nritta Dewi - Gianyar Regency,['Konser & Pertunjukan (27)']
Semara Madya Kecak Dance - Gianyar Regency,['Konser & Pertunjukan (27)']
Masters of Bali - Gianyar Regency,['Konser & Pertunjukan (27)']
Sudi Dance School - Gianyar Regency,['Konser & Pertunjukan (27)']
Cahya Warsa Janger Dance Troupe - Gianyar Regency,['Konser & Pertunjukan (27)']
Yayasan Polosseni - Gianyar Regency,['Konser & Pertunjukan (27)']
Wanna Jungle Pool and Bar - Gianyar Regency,['Hiburan malam (21)']
Lumbung Sari House of Coffee - Gianyar Regency,['Hiburan malam (21)']
Ubud Shisha - Gianyar Regency,['Hiburan malam (21)']
Round Bar Cafe - Gianyar Regency,['Hiburan malam (21)']
DIVINE Masterclass - Gianyar Regency,['Hiburan malam (21)']
The Melting Pot Saloon - Gianyar Regency,['Hiburan malam (21)']
MNKY BEAT - Gianyar Regency,['Hiburan malam (21)']
Bali tour experience - Gianyar Regency,['Hiburan malam (21)']
Fun Top Fun Indonesia - Gianyar Regency,['Hiburan malam (21)']
Check Inn - Gianyar Regency,['Hiburan malam (21)']
Galih Budi Santoso - Gianyar Regency,['Hiburan malam (21)']
I made raka sukerta or charlie bali tour - Gianyar Regency,['Hiburan malam (21)']
Mount Bali Trekking - Gianyar Regency,['Hiburan malam (21)']
KOSMOS ISLANDS - Gianyar Regency,['Hiburan malam (21)']
Pande Putu Aditya Dharmaputra - Gianyar Regency,['Hiburan malam (21)']
Travel Hangar - Gianyar Regency,['Hiburan malam (21)']
Tdung Restaurant Pool & Bar - Gianyar Regency,['Hiburan malam (21)']
Bali Soul Journey - Gianyar Regency,['Hiburan malam (21)']
The Garden Bar - Gianyar Regency,['Hiburan malam (21)']
Hidden Canyon Mini Zoo - Gianyar Regency,"['Kebun Binatang & Akuarium (4)', 'Harga terjangkau (464)', 'Cocok untuk Anak-Anak (331)']"
Waterboom Bukit Jati - Gianyar Regency,[nan]
Kidsworld - Gianyar Regency,[nan]
Bangketan Water Park - Gianyar Regency,[nan]
Ubud Taksu Tourist Information - Gianyar Regency,[nan]
Ubud Tourist Information - Gianyar Regency,[nan]
Desa Celuk Bali - Gianyar Regency,"['Bagus Saat Hujan (401)', 'Masuk Gratis (99)']"
Pondok Bambu Wayang Kulit - Gianyar Regency,['Bagus Saat Hujan (401)']
Frenchtoast Premium Factory Outlet - Gianyar Regency,"['Bagus Saat Hujan (401)', 'Masuk Gratis (99)']"
Gajah Bali Gallery - Gianyar Regency,['Bagus Saat Hujan (401)']
Mai Organic Farm - Gianyar Regency,['Bagus Saat Hujan (401)']
Dtukad River Club - Gianyar Regency,['Cocok untuk Kelompok Besar (301)']
Lumbung Sari Agroo - Gianyar Regency,['Masuk Gratis (99)']
Pantai Timang - Tepus,"['Wisata Alam & Taman (2)', 'Aktivitas Luar Ruangan (1)', 'Cocok untuk Pasangan (2)', 'Harga terjangkau (1)', 'Cocok untuk Kelompok Besar (1)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)', 'Tempat yang Belum Populer (1)', 'Berjiwa petualang (1)']"
Pulau Timang - Tepus,"['Wisata Alam & Taman (2)', 'Cocok untuk Pasangan (2)']"
BOKINGTIKET - Sanur Kaja,"['Tur (5)', 'Tur dengan Perahu & Olahraga Air (5)', 'Transportasi (5)', 'Aktivitas Luar Ruangan (5)']"
D'Stars Fast Ferry - Sanur Kaja,"['Tur (5)', 'Tur dengan Perahu & Olahraga Air (5)', 'Transportasi (5)', 'Aktivitas Luar Ruangan (5)']"
Nusa Penida Tour - Get Penida - Sanur Kaja,"['Tur (5)', 'Tur dengan Perahu & Olahraga Air (5)', 'Transportasi (5)', 'Aktivitas Luar Ruangan (5)']"
Glory Fast Cruise - Sanur Kaja,"['Tur (5)', 'Tur dengan Perahu & Olahraga Air (5)', 'Transportasi (5)', 'Aktivitas Luar Ruangan (5)']"
Balitour21 - Sanur Kaja,"['Tur (5)', 'Tur dengan Perahu & Olahraga Air (5)', 'Transportasi (5)', 'Aktivitas Luar Ruangan (5)']"
Carla Spa Sanur - Sanur Kaja,['Spa & Kebugaran (1)']
Cucukan Bali Tour - Medahan,['Tur (1)']
Pantai Cucukan - Medahan,"['Wisata Alam & Taman (1)', 'Aktivitas Luar Ruangan (1)', 'Cocok untuk Kelompok Besar (2)', 'Masuk Gratis (1)']"
Pantai Olele - Provinsi Gorontalo,"['Wisata Alam & Taman (21)', 'Aktivitas Luar Ruangan (15)', 'Harga terjangkau (5)', 'Masuk Gratis (2)']"
Pulau Saronde - Provinsi Gorontalo,"['Wisata Alam & Taman (21)', 'Harga terjangkau (5)', 'Cocok untuk Kelompok Besar (2)']"
Pulau Diyonumo - Provinsi Gorontalo,['Wisata Alam & Taman (21)']
Wisata Hiu Paus - Provinsi Gorontalo,['Wisata Alam & Taman (21)']
Danau Limboto - Provinsi Gorontalo,"['Wisata Alam & Taman (21)', 'Harga terjangkau (5)', 'Masuk Gratis (2)']"
Hutan Hungayono - Provinsi Gorontalo,['Wisata Alam & Taman (21)']
Hutan Nantu - Provinsi Gorontalo,['Wisata Alam & Taman (21)']
Pantai Botubarani - Provinsi Gorontalo,"['Wisata Alam & Taman (21)', 'Aktivitas Luar Ruangan (15)']"
Gunung Soputan - Provinsi Gorontalo,['Wisata Alam & Taman (21)']
Pantai Biluhu - Provinsi Gorontalo,"['Wisata Alam & Taman (21)', 'Aktivitas Luar Ruangan (15)']"
Pantai Oluhuta - Provinsi Gorontalo,"['Wisata Alam & Taman (21)', 'Aktivitas Luar Ruangan (15)']"
Japanese Cargo Wreck - Provinsi Gorontalo,['Wisata Alam & Taman (21)']
Pantai Pohon Cinta - Provinsi Gorontalo,"['Wisata Alam & Taman (21)', 'Aktivitas Luar Ruangan (15)']"
Pantai Pasir Putih Leato - Provinsi Gorontalo,"['Wisata Alam & Taman (21)', 'Aktivitas Luar Ruangan (15)']"
Pantai Botutonuo - Provinsi Gorontalo,"['Wisata Alam & Taman (21)', 'Aktivitas Luar Ruangan (15)']"
Pantai Indah Lahilote - Provinsi Gorontalo,"['Wisata Alam & Taman (21)', 'Aktivitas Luar Ruangan (15)']"
Air Terjun Lombongo - Provinsi Gorontalo,['Wisata Alam & Taman (21)']
Pantai Molotabu - Provinsi Gorontalo,"['Wisata Alam & Taman (21)', 'Aktivitas Luar Ruangan (15)']"
Air Terjun Taludaa - Provinsi Gorontalo,['Wisata Alam & Taman (21)']
Pemandian Meranti - Provinsi Gorontalo,['Wisata Alam & Taman (21)']
Pantai Kurenai - Provinsi Gorontalo,"['Wisata Alam & Taman (21)', 'Aktivitas Luar Ruangan (15)']"
Miguel's Diving Gorontalo - Provinsi Gorontalo,"['Aktivitas Luar Ruangan (15)', 'Tur (5)', 'Tur dengan Perahu & Olahraga Air (5)']"
Aqua Diving Center Gorontalo - Provinsi Gorontalo,"['Aktivitas Luar Ruangan (15)', 'Tur (5)', 'Tur dengan Perahu & Olahraga Air (5)']"
Aqua Diving Gorontalo - Provinsi Gorontalo,"['Aktivitas Luar Ruangan (15)', 'Tur (5)', 'Tur dengan Perahu & Olahraga Air (5)']"
Longalo River Tubing - Provinsi Gorontalo,"['Aktivitas Luar Ruangan (15)', 'Tur (5)', 'Tur dengan Perahu & Olahraga Air (5)']"
Salvador Scuba Community - Provinsi Gorontalo,"['Aktivitas Luar Ruangan (15)', 'Tur (5)', 'Tur dengan Perahu & Olahraga Air (5)']"
Benteng Otanaha - Provinsi Gorontalo,"['Pemandangan & Tengara (5)', 'Harga terjangkau (5)', 'Cocok untuk Anak-Anak (1)']"
Masjid Agung Baiturrahim - Provinsi Gorontalo,['Pemandangan & Tengara (5)']
Monumen Nani Wartabone - Provinsi Gorontalo,['Pemandangan & Tengara (5)']
Kampung Torosiaje - Provinsi Gorontalo,['Pemandangan & Tengara (5)']
Tugu Langga - Provinsi Gorontalo,['Pemandangan & Tengara (5)']
Pia Saronde - Provinsi Gorontalo,['Tempat Belanja (2)']
Gorontalo Mall - Provinsi Gorontalo,['Tempat Belanja (2)']
Ekle's Clinic - Provinsi Gorontalo,['Spa & Kebugaran (1)']
Museum Pendaratan Pesawat Amfibi Soekarno - Provinsi Gorontalo,['Museum (1)']
Cinema XXI - Provinsi Gorontalo,['Hiburan & Permainan (1)']
Candi Meduwe Karang Hindu - Kubutambahan,['Pemandangan & Tengara (3)']
Pura Bukit Sinunggal - Kubutambahan,['Pemandangan & Tengara (3)']
Pura Goa Raja - Kubutambahan,['Pemandangan & Tengara (3)']
Pengalaman Rasa - Kubutambahan,"['Makanan & Minuman (1)', 'Kursus & Sanggar (1)']"
Bukit Teletubies - Kubutambahan,['Wisata Alam & Taman (1)']
Angel's Billabong - Sakti,"['Aktivitas Luar Ruangan (3)', 'Wisata Alam & Taman (2)', 'Pemandangan & Tengara (1)', 'Cocok untuk Pasangan (1)', 'Harga terjangkau (1)', 'Cocok untuk Kelompok Besar (1)', 'Lokasi bulan madu (1)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)', 'Tempat yang Belum Populer (1)', 'Masuk Gratis (1)', 'Berjiwa petualang (1)']"
Nusa Penida Golden Tour - Sakti,"['Aktivitas Luar Ruangan (3)', 'Tur (2)', 'Tur dengan Perahu & Olahraga Air (1)', 'Transportasi (1)']"
Lumangan Beach - Sakti,"['Aktivitas Luar Ruangan (3)', 'Wisata Alam & Taman (2)']"
Bali Penida Travel Nusa Penida - Sakti,['Tur (2)']
MALA Tours - Kalabahi,"['Aktivitas Luar Ruangan (3)', 'Tur (2)', 'Tur dengan Perahu & Olahraga Air (2)']"
Pantai Maimol - Kalabahi,"['Aktivitas Luar Ruangan (3)', 'Wisata Alam & Taman (1)', 'Cocok untuk Kelompok Besar (2)', 'Masuk Gratis (1)']"
Alor Dive - Kalabahi,"['Aktivitas Luar Ruangan (3)', 'Tur (2)', 'Tur dengan Perahu & Olahraga Air (2)']"
Museum 1000 Moko - Kalabahi,"['Museum (1)', 'Bagus Saat Hujan (1)']"
Danau Ubur-ubur - Pulau Kakaban,"['Wisata Alam & Taman (2)', 'Harga terjangkau (2)', 'Cocok untuk Kelompok Besar (2)', 'Cocok untuk Anak-Anak (1)']"
Pulau Kakaban - Pulau Kakaban,"['Wisata Alam & Taman (2)', 'Harga terjangkau (2)', 'Cocok untuk Kelompok Besar (2)']"
Teluk Kiluan - Tanggamus,"['Wisata Alam & Taman (8)', 'Cocok untuk Penggemar Aktivitas Ekstrem (2)', 'Cocok untuk Pasangan (1)', 'Harga terjangkau (1)', 'Cocok untuk Anak-Anak (1)', 'Cocok untuk Kelompok Besar (1)', 'Lokasi bulan madu (1)', 'Tempat yang Belum Populer (1)', 'Berjiwa petualang (1)']"
Air Terjun Mak Kunyana - Tanggamus,['Wisata Alam & Taman (8)']
Laguna Dodo - Tanggamus,"['Wisata Alam & Taman (8)', 'Cocok untuk Penggemar Aktivitas Ekstrem (2)']"
Gigi Hiu Kelumbayan - Tanggamus,['Wisata Alam & Taman (8)']
Taman Nasional Bukit Barisan Selatan - Tanggamus,['Wisata Alam & Taman (8)']
Pulau Wayang - Tanggamus,['Wisata Alam & Taman (8)']
Air Terjun Way Lalaan - Tanggamus,['Wisata Alam & Taman (8)']
Pantai Karang Bolong - Tanggamus,"['Wisata Alam & Taman (8)', 'Aktivitas Luar Ruangan (1)']"
Taman Wisata Muara Indah - Tanggamus,['Pemandangan & Tengara (3)']
Jambu Kristal Kedora - Tanggamus,['Pemandangan & Tengara (3)']
Bukit Idaman - Tanggamus,['Pemandangan & Tengara (3)']
Goa Jomblang - Semanu,"['Wisata Alam & Taman (1)', 'Cocok untuk Pasangan (1)', 'Cocok untuk Kelompok Besar (1)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)', 'Tempat yang Belum Populer (1)', 'Berjiwa petualang (1)']"
Mayong Cultural Walk - Mayong,['Tur (2)']
Mayong Trekking - Mayong,['Tur (2)']
Candi Meduwe Karang Hindu - Bukti,['Pemandangan & Tengara (1)']
Mendut Arts and Crafts Gallery - Mendut,['Tempat Belanja (2)']
Studio Mendut - Mendut,"['Tempat Belanja (2)', 'Museum (1)']"
Java Bali Trips Borobudur - Mendut,"['Tur (1)', 'Aktivitas Luar Ruangan (1)']"
Candi Mendut (Temple) - Mendut,"['Pemandangan & Tengara (1)', 'Harga terjangkau (1)', 'Cocok untuk Anak-Anak (1)', 'Cocok untuk Kelompok Besar (1)']"
Menyelam - Shangrilla Scuba Divers - Subagan,"['Aktivitas Luar Ruangan (2)', 'Tur (1)', 'Tur dengan Perahu & Olahraga Air (1)']"
Jasri Beach - Subagan,"['Aktivitas Luar Ruangan (2)', 'Wisata Alam & Taman (1)']"
Amedzendivers - Subagan,['Hiburan malam (1)']
Puri Agung Karangasem - Subagan,"['Pemandangan & Tengara (1)', 'Harga terjangkau (1)', 'Cocok untuk Kelompok Besar (1)']"
Kursi Batu Raja Siallagan - Ambarita,"['Pemandangan & Tengara (1)', 'Harga terjangkau (1)', 'Cocok untuk Anak-Anak (1)', 'Cocok untuk Kelompok Besar (1)']"
Jaya Trekker Tetebatu - Tetebatu,"['Tur (13)', 'Aktivitas Luar Ruangan (12)']"
Jonny Tour Guide - Tetebatu,"['Tur (13)', 'Aktivitas Luar Ruangan (12)']"
Davi Trekker - Tetebatu,"['Tur (13)', 'Aktivitas Luar Ruangan (12)']"
Tetebatu Trekking Guide - Tetebatu,"['Tur (13)', 'Aktivitas Luar Ruangan (12)']"
Tetebatu Indah Tour - Tetebatu,"['Tur (13)', 'Aktivitas Luar Ruangan (12)']"
Antonis Buton Tetebatu Tour Guide - Tetebatu,"['Tur (13)', 'Aktivitas Luar Ruangan (12)']"
Jalal Petualang - Tetebatu,"['Tur (13)', 'Aktivitas Luar Ruangan (12)']"
Jaya Tetebatu Tour Guide - Tetebatu,"['Tur (13)', 'Aktivitas Luar Ruangan (12)']"
Tetebatu Tour Guide - Tetebatu,"['Tur (13)', 'Aktivitas Luar Ruangan (12)']"
Tetebatu Tour - Tetebatu,['Tur (13)']
Alek Clapton - Tetebatu,"['Tur (13)', 'Aktivitas Luar Ruangan (12)', 'Transportasi (2)', 'Tur dengan Perahu & Olahraga Air (1)']"
Incredible of Tetebatu - Tetebatu,"['Tur (13)', 'Aktivitas Luar Ruangan (12)', 'Transportasi (2)', 'Makanan & Minuman (1)']"
Tetebatu Backpackers - Tetebatu,"['Tur (13)', 'Aktivitas Luar Ruangan (12)']"
Kampung Wisata Tetebatu - Tetebatu,"['Pemandangan & Tengara (1)', 'Harga terjangkau (4)', 'Cocok untuk Anak-Anak (2)']"
Air Terjun Burung Walet - Tetebatu,['Wisata Alam & Taman (1)']
Pantai Kukup - Tanjungsari,"['Wisata Alam & Taman (2)', 'Aktivitas Luar Ruangan (2)', 'Cocok untuk Pasangan (1)', 'Harga terjangkau (1)', 'Cocok untuk Anak-Anak (1)', 'Cocok untuk Kelompok Besar (1)', 'Masuk Gratis (1)']"
Pantai Watu Kodok - Tanjungsari,"['Wisata Alam & Taman (2)', 'Aktivitas Luar Ruangan (2)']"
The Bale Lombok Tour - Pujut,"['Tur (3)', 'Aktivitas Luar Ruangan (3)']"
Oboltour - Pujut,"['Tur (3)', 'Transportasi (1)']"
Lombok Lalu Tour & Travel - Pujut,"['Tur (3)', 'Aktivitas Luar Ruangan (3)', 'Tur dengan Perahu & Olahraga Air (1)']"
Pantai Are Guling - Pujut,"['Aktivitas Luar Ruangan (3)', 'Wisata Alam & Taman (2)']"
Spa In Balance di Novotel Lombok - Pujut,['Spa & Kebugaran (2)']
Mandalika Salon & Spa - Pujut,['Spa & Kebugaran (2)']
Taman Wisata Alam Gunung Tunak - Pujut,['Wisata Alam & Taman (2)']
Mai Travelling Bali - Kuta Selatan,['Tur (194)']
Online Bali Driver - Tur Harian - Kuta Selatan,"['Tur (194)', 'Aktivitas Luar Ruangan (109)', 'Tur dengan Perahu & Olahraga Air (65)']"
Good Bali Driver - Kuta Selatan,['Tur (194)']
Bali Sunrise Trekking and Tour - Kuta Selatan,"['Tur (194)', 'Aktivitas Luar Ruangan (109)']"
Holiday Bali Amertha - Kuta Selatan,['Tur (194)']
Indo Explorer - Tur Harian - Kuta Selatan,"['Tur (194)', 'Aktivitas Luar Ruangan (109)']"
Gordo Bali Tour - Kuta Selatan,"['Tur (194)', 'Aktivitas Luar Ruangan (109)', 'Tur dengan Perahu & Olahraga Air (65)']"
Penyewaan perahu Boat Rizio - Kuta Selatan,"['Tur (194)', 'Aktivitas Luar Ruangan (109)', 'Tur dengan Perahu & Olahraga Air (65)']"
Bali Smart Tours - Kuta Selatan,"['Tur (194)', 'Aktivitas Luar Ruangan (109)', 'Tur dengan Perahu & Olahraga Air (65)', 'Tempat Belanja (23)']"
Dawn Patrol Bali - Balangan Surf School - Kuta Selatan,"['Tur (194)', 'Aktivitas Luar Ruangan (109)', 'Tur dengan Perahu & Olahraga Air (65)']"
Sanjaya Bali Tours - Kuta Selatan,"['Tur (194)', 'Aktivitas Luar Ruangan (109)']"
Tur Pribadi Pemandu dan Supir - Bali Ganesha Tours - Kuta Selatan,['Tur (194)']
Guides Today - Bali Private Tours and Attractions - Kuta Selatan,['Tur (194)']
Buddy Bali - Kuta Selatan,"['Tur (194)', 'Aktivitas Luar Ruangan (109)']"
Malibu Surf School Bali - Kuta Selatan,"['Tur (194)', 'Aktivitas Luar Ruangan (109)', 'Tur dengan Perahu & Olahraga Air (65)']"
Bali Goody Gede Tours Drivers - Kuta Selatan,"['Tur (194)', 'Aktivitas Luar Ruangan (109)']"
Wow Bali Driver - Day Tours - Kuta Selatan,['Tur (194)']
Waisnawa Tour - Kuta Selatan,"['Tur (194)', 'Aktivitas Luar Ruangan (109)']"
Rezha Surf School Jimbaran - Kuta Selatan,"['Tur (194)', 'Aktivitas Luar Ruangan (109)', 'Tur dengan Perahu & Olahraga Air (65)']"
Laksmi Bali Tour - Kuta Selatan,"['Tur (194)', 'Aktivitas Luar Ruangan (109)', 'Tur dengan Perahu & Olahraga Air (65)']"
Bali Assist Driver - Kuta Selatan,['Tur (194)']
Bali Fun Day Trips - Tur Harian - Kuta Selatan,"['Tur (194)', 'Aktivitas Luar Ruangan (109)']"
Best Driver in Bali - Kuta Selatan,"['Tur (194)', 'Aktivitas Luar Ruangan (109)']"
Zuki Bali Tour - Kuta Selatan,['Tur (194)']
Bali Visit Tour - Kuta Selatan,['Tur (194)']
Dothey Bali - Kuta Selatan,['Tur (194)']
Bali Food Safari - Jimbaran Tour - Kuta Selatan,"['Tur (194)', 'Makanan & Minuman (11)']"
Best Bali Cab - Kuta Selatan,"['Tur (194)', 'Aktivitas Luar Ruangan (109)']"
