Spot / Vendor,Type,reviewers,link
Pantai Sidem - Tulungagung,"['Wisata Alam & Taman (24)', 'Aktivitas Luar Ruangan (17)']",8,https://www.tripadvisor.co.id/Attraction_Review-g3207852-d10541857-Reviews-Sidem_Beach-Tulungagung_East_Java_Java.html
Telaga 3 Warna - Tulungagung,['Wisata Alam & Taman (24)'],4,https://www.tripadvisor.co.id/Attraction_Review-g3207852-d11767581-Reviews-3_Colored_Lake-Tulungagung_East_Java_Java.html
Pantai Gerangan - Tulungagung,"['Wisata Alam & Taman (24)', 'Aktivitas Luar Ruangan (17)']",4,https://www.tripadvisor.co.id/Attraction_Review-g3207852-d10696359-Reviews-Gerangan_Beach-Tulungagung_East_Java_Java.html
Pantai Sioro - Tulungagung,"['Wisata Alam & Taman (24)', 'Aktivitas Luar Ruangan (17)']",2,https://www.tripadvisor.co.id/Attraction_Review-g3207852-d10692392-Reviews-Sioro_Beach-Tulungagung_East_Java_Java.html
Pantai Molang - Tulungagung,"['Wisata Alam & Taman (24)', 'Aktivitas Luar Ruangan (17)']",5,https://www.tripadvisor.co.id/Attraction_Review-g3207852-d10677397-Reviews-Molang_Beach-Tulungagung_East_Java_Java.html
Pantai Popoh Tulungagung - Tulungagung,['Aktivitas Luar Ruangan (17)'],29,https://www.tripadvisor.co.id/Attraction_Review-g3207852-d4491462-Reviews-Popoh_Tulungagung_Beach-Tulungagung_East_Java_Java.html
Splash Waterpark Tulungagung - Tulungagung,['Taman Air & Taman Hiburan (2)'],5,https://www.tripadvisor.co.id/Attraction_Review-g3207852-d14917696-Reviews-Splash_Waterpark_Tulungagung-Tulungagung_East_Java_Java.html
Jambooland Waterpark - Tulungagung,['Taman Air & Taman Hiburan (2)'],8,https://www.tripadvisor.co.id/Attraction_Review-g3207852-d11767596-Reviews-Jambooland_Waterpark-Tulungagung_East_Java_Java.html
Harapan Jaya - Tulungagung,['Transportasi (1)'],2,https://www.tripadvisor.co.id/Attraction_Review-g3207852-d15051047-Reviews-Harapan_Jaya-Tulungagung_East_Java_Java.html
Pantai Koka - Maumere,"['Aktivitas Luar Ruangan (11)', 'Wisata Alam & Taman (5)', 'Cocok untuk Pasangan (6)', 'Cocok untuk Kelompok Besar (4)', 'Harga terjangkau (3)', 'Cocok untuk Anak-Anak (3)', 'Lokasi bulan madu (1)', 'Tempat yang Belum Populer (1)']",166,https://www.tripadvisor.co.id/Attraction_Review-g676343-d10162124-Reviews-Koka_Beach-Maumere_Flores_East_Nusa_Tenggara.html
Inside Flores - Maumere,"['Aktivitas Luar Ruangan (11)', 'Tur (9)']",15,https://www.tripadvisor.co.id/Attraction_Review-g676343-d15216909-Reviews-Inside_Flores-Maumere_Flores_East_Nusa_Tenggara.html
Flores Explore Tours - Maumere,"['Aktivitas Luar Ruangan (11)', 'Tur (9)', 'Tur dengan Perahu & Olahraga Air (3)']",24,https://www.tripadvisor.co.id/Attraction_Review-g676343-d13413139-Reviews-Flores_Explore_Tours-Maumere_Flores_East_Nusa_Tenggara.html
Flores Komodo Tours - Maumere,"['Aktivitas Luar Ruangan (11)', 'Tur (9)']",15,https://www.tripadvisor.co.id/Attraction_Review-g676343-d12254328-Reviews-Flores_Komodo_Tours-Maumere_Flores_East_Nusa_Tenggara.html
Marleno Flores Tour Guide - Maumere,"['Aktivitas Luar Ruangan (11)', 'Tur (9)']",16,https://www.tripadvisor.co.id/Attraction_Review-g676343-d14125071-Reviews-Marleno_Flores_Tour_Guide-Maumere_Flores_East_Nusa_Tenggara.html
Ankermi Happy Dive Center - Maumere,"['Aktivitas Luar Ruangan (11)', 'Tur (9)', 'Tur dengan Perahu & Olahraga Air (3)']",17,https://www.tripadvisor.co.id/Attraction_Review-g676343-d11895123-Reviews-Ankermi_Happy_Dive_Center-Maumere_Flores_East_Nusa_Tenggara.html
Pantai Tanjung - Maumere,"['Aktivitas Luar Ruangan (11)', 'Wisata Alam & Taman (5)']",6,https://www.tripadvisor.co.id/Attraction_Review-g676343-d10265087-Reviews-Tanjung_Beach-Maumere_Flores_East_Nusa_Tenggara.html
Pantai Kajuwulu - Maumere,"['Aktivitas Luar Ruangan (11)', 'Wisata Alam & Taman (5)']",4,https://www.tripadvisor.co.id/Attraction_Review-g676343-d12948732-Reviews-Kajuwulu_Beach-Maumere_Flores_East_Nusa_Tenggara.html
Teddy Aimbal Flores Tour Guide - Maumere,"['Aktivitas Luar Ruangan (11)', 'Tur (9)']",1,https://www.tripadvisor.co.id/Attraction_Review-g676343-d14124298-Reviews-Teddy_Aimbal_Flores_Tour_Guide-Maumere_Flores_East_Nusa_Tenggara.html
Maumere Dive Journey - Maumere,"['Aktivitas Luar Ruangan (11)', 'Tur (9)', 'Tur dengan Perahu & Olahraga Air (3)']",5,https://www.tripadvisor.co.id/Attraction_Review-g676343-d16744625-Reviews-Maumere_Dive_Journey-Maumere_Flores_East_Nusa_Tenggara.html
Touring to Komodo - Maumere,"['Aktivitas Luar Ruangan (11)', 'Tur (9)']",0,https://www.tripadvisor.co.id/Attraction_Review-g676343-d17199286-Reviews-Touring_to_Komodo-Maumere_Flores_East_Nusa_Tenggara.html
Flores Trip Assistance - Maumere,['Tur (9)'],0,https://www.tripadvisor.co.id/Attraction_Review-g676343-d12731286-Reviews-Flores_Trip_Assistance-Maumere_Flores_East_Nusa_Tenggara.html
Gereja Tua Sikka - Maumere,"['Pemandangan & Tengara (5)', 'Harga terjangkau (3)', 'Masuk Gratis (3)']",29,https://www.tripadvisor.co.id/Attraction_Review-g676343-d11496412-Reviews-Sikka_Old_Church-Maumere_Flores_East_Nusa_Tenggara.html
Kampung Bugis - Maumere,"['Pemandangan & Tengara (5)', 'Masuk Gratis (3)']",21,https://www.tripadvisor.co.id/Attraction_Review-g676343-d10538241-Reviews-Bugis_Village-Maumere_Flores_East_Nusa_Tenggara.html
Desa Doka - Maumere,['Pemandangan & Tengara (5)'],11,https://www.tripadvisor.co.id/Attraction_Review-g676343-d3461971-Reviews-Doka_Village-Maumere_Flores_East_Nusa_Tenggara.html
Desa Tenun Sikka - Maumere,['Pemandangan & Tengara (5)'],13,https://www.tripadvisor.co.id/Attraction_Review-g676343-d10253200-Reviews-Sikka_Weaving_Village-Maumere_Flores_East_Nusa_Tenggara.html
Maria Bunda Segala Bangsa - Maumere,['Pemandangan & Tengara (5)'],6,https://www.tripadvisor.co.id/Attraction_Review-g676343-d11497122-Reviews-Maria_Bunda_Segala_Bangsa-Maumere_Flores_East_Nusa_Tenggara.html
Gunung Egon - Maumere,"['Wisata Alam & Taman (5)', 'Cocok untuk Pasangan (6)', 'Harga terjangkau (3)', 'Masuk Gratis (3)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)', 'Berjiwa petualang (1)']",51,https://www.tripadvisor.co.id/Attraction_Review-g676343-d2214154-Reviews-Mount_Egon-Maumere_Flores_East_Nusa_Tenggara.html
Gunung Rokatenda - Maumere,['Wisata Alam & Taman (5)'],2,https://www.tripadvisor.co.id/Attraction_Review-g676343-d8028445-Reviews-Mount_Rokatenda-Maumere_Flores_East_Nusa_Tenggara.html
Pasar Alok - Maumere,['Tempat Belanja (1)'],5,https://www.tripadvisor.co.id/Attraction_Review-g676343-d10253196-Reviews-Alok_Market-Maumere_Flores_East_Nusa_Tenggara.html
Sanggar Bliran Sina - Maumere,['Kursus & Sanggar (1)'],0,https://www.tripadvisor.co.id/Attraction_Review-g676343-d10408121-Reviews-Bliran_Sina_Studio-Maumere_Flores_East_Nusa_Tenggara.html
Museum Blikon Blewut - Maumere,['Museum (1)'],3,https://www.tripadvisor.co.id/Attraction_Review-g676343-d7061392-Reviews-Blikon_Blewut_Museum-Maumere_Flores_East_Nusa_Tenggara.html
Bram flores driver - Maumere,['Transportasi (1)'],8,https://www.tripadvisor.co.id/Attraction_Review-g676343-d17737093-Reviews-Bram_flores_driver-Maumere_Flores_East_Nusa_Tenggara.html
Danau Linau - Tomohon,"['Wisata Alam & Taman (8)', 'Harga terjangkau (6)', 'Cocok untuk Anak-Anak (3)', 'Cocok untuk Kelompok Besar (2)', 'Cocok untuk Pasangan (1)', 'Lokasi bulan madu (1)']",283,https://www.tripadvisor.co.id/Attraction_Review-g680013-d3570019-Reviews-Lake_Linau-Tomohon_North_Sulawesi_Sulawesi.html
Bukit Doa Kelong - Tomohon,"['Wisata Alam & Taman (8)', 'Harga terjangkau (6)', 'Cocok untuk Anak-Anak (3)', 'Cocok untuk Kelompok Besar (2)']",84,https://www.tripadvisor.co.id/Attraction_Review-g680013-d3972083-Reviews-Bukit_Doa_Kelong-Tomohon_North_Sulawesi_Sulawesi.html
Air Terjun Kali - Tomohon,"['Wisata Alam & Taman (8)', 'Harga terjangkau (6)', 'Masuk Gratis (4)']",35,https://www.tripadvisor.co.id/Attraction_Review-g680013-d7725524-Reviews-Kali_Waterfall-Tomohon_North_Sulawesi_Sulawesi.html
Gunung Mahawu - Tomohon,"['Wisata Alam & Taman (8)', 'Harga terjangkau (6)', 'Masuk Gratis (4)']",80,https://www.tripadvisor.co.id/Attraction_Review-g680013-d1754631-Reviews-Mount_Mahawu-Tomohon_North_Sulawesi_Sulawesi.html
Air Terjun Tekaan Telu - Tomohon,['Wisata Alam & Taman (8)'],7,https://www.tripadvisor.co.id/Attraction_Review-g680013-d12134614-Reviews-Tekaan_Telu_Waterfall-Tomohon_North_Sulawesi_Sulawesi.html
Air Terjun Ranoweh - Tomohon,['Wisata Alam & Taman (8)'],3,https://www.tripadvisor.co.id/Attraction_Review-g680013-d12161389-Reviews-Ranoweh_Waterfalls-Tomohon_North_Sulawesi_Sulawesi.html
Gunung Tampusu - Tomohon,['Wisata Alam & Taman (8)'],3,https://www.tripadvisor.co.id/Attraction_Review-g680013-d12128191-Reviews-Mount_Tampusu-Tomohon_North_Sulawesi_Sulawesi.html
Perkampungan Bunga - Tomohon,"['Wisata Alam & Taman (8)', 'Pemandangan & Tengara (6)']",3,https://www.tripadvisor.co.id/Attraction_Review-g680013-d10500562-Reviews-Perkampungan_Bunga-Tomohon_North_Sulawesi_Sulawesi.html
Vihara Ekayana - Tomohon,"['Pemandangan & Tengara (6)', 'Harga terjangkau (6)', 'Masuk Gratis (4)', 'Cocok untuk Anak-Anak (3)']",31,https://www.tripadvisor.co.id/Attraction_Review-g680013-d8724337-Reviews-Vihara_Ekayana-Tomohon_North_Sulawesi_Sulawesi.html
Kaisanti Garden - Tomohon,['Pemandangan & Tengara (6)'],10,https://www.tripadvisor.co.id/Attraction_Review-g680013-d17178522-Reviews-Kaisanti_Garden-Tomohon_North_Sulawesi_Sulawesi.html
Puncak Temboan Rurukan - Tomohon,['Pemandangan & Tengara (6)'],5,https://www.tripadvisor.co.id/Attraction_Review-g680013-d13236424-Reviews-Temboan_Rurukan_Peak-Tomohon_North_Sulawesi_Sulawesi.html
Linow Lake - Tomohon,['Pemandangan & Tengara (6)'],4,https://www.tripadvisor.co.id/Attraction_Review-g680013-d17822753-Reviews-Linow_Lake-Tomohon_North_Sulawesi_Sulawesi.html
Gua Maria Woloan - Tomohon,['Pemandangan & Tengara (6)'],1,https://www.tripadvisor.co.id/Attraction_Review-g680013-d17714016-Reviews-Cave_of_Maria_Woloan-Tomohon_North_Sulawesi_Sulawesi.html
Gunung Berapi Lokon - Tomohon,['Aktivitas Luar Ruangan (2)'],97,https://www.tripadvisor.co.id/Attraction_Review-g680013-d5513021-Reviews-Lokon_Volcano-Tomohon_North_Sulawesi_Sulawesi.html
Local Guide Indonesia - Tomohon,"['Aktivitas Luar Ruangan (2)', 'Tur (1)']",4,https://www.tripadvisor.co.id/Attraction_Review-g680013-d19270402-Reviews-Local_Guide_Indonesia-Tomohon_North_Sulawesi_Sulawesi.html
Davy Jones' Locker (DJL Diving) - Pulau Moyo,"['Tur (3)', 'Tur dengan Perahu & Olahraga Air (3)', 'Aktivitas Luar Ruangan (3)']",19,https://www.tripadvisor.co.id/Attraction_Review-g1820453-d12175391-Reviews-Davy_Jones_Locker_DJL_Diving-Moyo_Island_West_Nusa_Tenggara.html
Roctopus Dive Moyo Island - Pulau Moyo,"['Tur (3)', 'Tur dengan Perahu & Olahraga Air (3)', 'Aktivitas Luar Ruangan (3)']",2,https://www.tripadvisor.co.id/Attraction_Review-g1820453-d20064624-Reviews-Roctopus_Dive_Moyo_Island-Moyo_Island_West_Nusa_Tenggara.html
Moyo Dive Center - Pulau Moyo,"['Tur (3)', 'Tur dengan Perahu & Olahraga Air (3)', 'Aktivitas Luar Ruangan (3)']",3,https://www.tripadvisor.co.id/Attraction_Review-g1820453-d15531531-Reviews-Moyo_Dive_Center-Moyo_Island_West_Nusa_Tenggara.html
Air Terjun Mata Jitu - Pulau Moyo,"['Wisata Alam & Taman (1)', 'Harga terjangkau (2)', 'Cocok untuk Kelompok Besar (2)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)', 'Berjiwa petualang (1)']",40,https://www.tripadvisor.co.id/Attraction_Review-g1820453-d12101859-Reviews-Mata_Jitu_Waterfal-Moyo_Island_West_Nusa_Tenggara.html
Candi Petirtaan Sumberbeji - Jombang,['Pemandangan & Tengara (10)'],1,https://www.tripadvisor.co.id/Attraction_Review-g3561625-d21226632-Reviews-Candi_Petirtaan_Sumberbeji-Jombang_East_Java_Java.html
Situs Watu Umpak Grobogan - Jombang,['Pemandangan & Tengara (10)'],1,https://www.tripadvisor.co.id/Attraction_Review-g3561625-d21241165-Reviews-Situs_Watu_Umpak_Grobogan-Jombang_East_Java_Java.html
Masjid Agung Baitul Mukminin - Jombang,['Pemandangan & Tengara (10)'],6,https://www.tripadvisor.co.id/Attraction_Review-g3561625-d12987520-Reviews-Baitul_Mukminin_Grand_Mosque-Jombang_East_Java_Java.html
Candi Rimbi - Jombang,['Pemandangan & Tengara (10)'],12,https://www.tripadvisor.co.id/Attraction_Review-g3561625-d6632516-Reviews-Rimbi_Temple-Jombang_East_Java_Java.html
Ringin Contong - Jombang,['Pemandangan & Tengara (10)'],9,https://www.tripadvisor.co.id/Attraction_Review-g3561625-d12902335-Reviews-Ringin_Contong-Jombang_East_Java_Java.html
Gedung Tri Dharma - Jombang,['Pemandangan & Tengara (10)'],2,https://www.tripadvisor.co.id/Attraction_Review-g3561625-d15217126-Reviews-Gedung_Tri_Dharma-Jombang_East_Java_Java.html
Masjid Dr. H. Moeldoko - Jombang,['Pemandangan & Tengara (10)'],1,https://www.tripadvisor.co.id/Attraction_Review-g3561625-d17816904-Reviews-Dr_H_Moeldoko_Mosque-Jombang_East_Java_Java.html
Taman ASEAN - Jombang,['Pemandangan & Tengara (10)'],2,https://www.tripadvisor.co.id/Attraction_Review-g3561625-d15153384-Reviews-ASEAN_Garden-Jombang_East_Java_Java.html
Yoni Gambar - Jombang,['Pemandangan & Tengara (10)'],2,https://www.tripadvisor.co.id/Attraction_Review-g3561625-d15146750-Reviews-Yoni_Gambar-Jombang_East_Java_Java.html
Banyu Mili Wonosalam - Jombang,['Pemandangan & Tengara (10)'],0,https://www.tripadvisor.co.id/Attraction_Review-g3561625-d18854629-Reviews-Banyu_Mili_Wonosalam-Jombang_East_Java_Java.html
Kedung Cinet - Jombang,['Wisata Alam & Taman (5)'],9,https://www.tripadvisor.co.id/Attraction_Review-g3561625-d10677509-Reviews-Kedung_Cinet-Jombang_East_Java_Java.html
Air Terjun Tretes - Jombang,['Wisata Alam & Taman (5)'],3,https://www.tripadvisor.co.id/Attraction_Review-g3561625-d13229549-Reviews-Tretes_Waterfall-Jombang_East_Java_Java.html
Taman Keplaksari - Jombang,['Wisata Alam & Taman (5)'],2,https://www.tripadvisor.co.id/Attraction_Review-g3561625-d14090898-Reviews-Keplaksari_Park-Jombang_East_Java_Java.html
Gua Sipilo-Pilo - Jombang,['Wisata Alam & Taman (5)'],4,https://www.tripadvisor.co.id/Attraction_Review-g3561625-d6632518-Reviews-Sipilo_Pilo_Cave-Jombang_East_Java_Java.html
Taman Tirta Wisata - Jombang,['Wisata Alam & Taman (5)'],6,https://www.tripadvisor.co.id/Attraction_Review-g3561625-d10681965-Reviews-Tirta_WIsata_Park-Jombang_East_Java_Java.html
Griya Manik - Jombang,['Tempat Belanja (2)'],3,https://www.tripadvisor.co.id/Attraction_Review-g3561625-d10629428-Reviews-Griya_Manik-Jombang_East_Java_Java.html
Linggajati Plaza - Jombang,['Tempat Belanja (2)'],7,https://www.tripadvisor.co.id/Attraction_Review-g3561625-d12883824-Reviews-Linggajati_Plaza-Jombang_East_Java_Java.html
Aquatics Pool and Water Park - Jombang,['Taman Air & Taman Hiburan (2)'],3,https://www.tripadvisor.co.id/Attraction_Review-g3561625-d12855775-Reviews-Aquatics_Pool_and_Water_Park-Jombang_East_Java_Java.html
Kansa - Kandang Sapi Wonosalam - Jombang,['Taman Air & Taman Hiburan (2)'],0,https://www.tripadvisor.co.id/Attraction_Review-g3561625-d18844292-Reviews-Kansa_Kandang_Sapi_Wonosalam-Jombang_East_Java_Java.html
Kampoeng Djawi - Jombang,"['Tur (1)', 'Aktivitas Luar Ruangan (1)']",4,https://www.tripadvisor.co.id/Attraction_Review-g3561625-d13148506-Reviews-Kampoeng_Djawi-Jombang_East_Java_Java.html
New Star Cineplex - Jombang,['Hiburan & Permainan (1)'],1,https://www.tripadvisor.co.id/Attraction_Review-g3561625-d16657260-Reviews-New_Star_Cineplex-Jombang_East_Java_Java.html
Bigkanu - Waisai,"['Aktivitas Luar Ruangan (8)', 'Tur (6)', 'Tur dengan Perahu & Olahraga Air (4)', 'Transportasi (1)']",10,https://www.tripadvisor.co.id/Attraction_Review-g3632533-d17336363-Reviews-Bigkanu-Waisai_Raja_Ampat_West_Papua.html
"Pantai Saleo, Raja Ampat - Waisai","['Aktivitas Luar Ruangan (8)', 'Wisata Alam & Taman (4)']",8,https://www.tripadvisor.co.id/Attraction_Review-g3632533-d4724455-Reviews-Pantai_Saleo_Raja_Ampat-Waisai_Raja_Ampat_West_Papua.html
Pantai WTC - Waisai,"['Aktivitas Luar Ruangan (8)', 'Wisata Alam & Taman (4)']",3,https://www.tripadvisor.co.id/Attraction_Review-g3632533-d15000581-Reviews-WTC_Beach-Waisai_Raja_Ampat_West_Papua.html
Papua Scuba - Waisai,"['Aktivitas Luar Ruangan (8)', 'Tur (6)', 'Tur dengan Perahu & Olahraga Air (4)']",1,https://www.tripadvisor.co.id/Attraction_Review-g3632533-d8758261-Reviews-Papua_Scuba-Waisai_Raja_Ampat_West_Papua.html
Raja Ampat Explorer - Waisai,"['Aktivitas Luar Ruangan (8)', 'Tur (6)', 'Tur dengan Perahu & Olahraga Air (4)']",0,https://www.tripadvisor.co.id/Attraction_Review-g3632533-d20378352-Reviews-Raja_Ampat_Explorer-Waisai_Raja_Ampat_West_Papua.html
Liquid Adventures Indonesia - Waisai,"['Aktivitas Luar Ruangan (8)', 'Tur (6)', 'Tur dengan Perahu & Olahraga Air (4)']",0,https://www.tripadvisor.co.id/Attraction_Review-g3632533-d20138967-Reviews-Liquid_Adventures_Indonesia-Waisai_Raja_Ampat_West_Papua.html
Wolter Gaman - Waisai,"['Aktivitas Luar Ruangan (8)', 'Tur (6)']",0,https://www.tripadvisor.co.id/Attraction_Review-g3632533-d19887014-Reviews-Wolter_Gaman-Waisai_Raja_Ampat_West_Papua.html
Raja Ampat Tour & Travel - Waisai,"['Aktivitas Luar Ruangan (8)', 'Tur (6)']",0,https://www.tripadvisor.co.id/Attraction_Review-g3632533-d13322058-Reviews-Raja_Ampat_Tour_Travel-Waisai_Raja_Ampat_West_Papua.html
Area Pengamatan Burung Warkesi - Waisai,['Wisata Alam & Taman (4)'],0,https://www.tripadvisor.co.id/Attraction_Review-g3632533-d20160016-Reviews-Warkesi_Bird_Watching_Area-Waisai_Raja_Ampat_West_Papua.html
Saonek - Waisai,['Wisata Alam & Taman (4)'],0,https://www.tripadvisor.co.id/Attraction_Review-g3632533-d19924353-Reviews-Saonek-Waisai_Raja_Ampat_West_Papua.html
Desa Arborek - Waisai,"['Pemandangan & Tengara (1)', 'Harga terjangkau (1)', 'Cocok untuk Anak-Anak (1)', 'Lokasi bulan madu (1)', 'Masuk Gratis (1)']",88,https://www.tripadvisor.co.id/Attraction_Review-g3632533-d7296240-Reviews-Arborek_Village-Waisai_Raja_Ampat_West_Papua.html
Makam Teungku Diujung - Pulau Simeulue,['Pemandangan & Tengara (3)'],1,https://www.tripadvisor.co.id/Attraction_Review-g3648972-d13993327-Reviews-Teungku_Diujung_Tomb-Pulau_Simeulue_Aceh_Sumatra.html
Tugu Lobster - Pulau Simeulue,['Pemandangan & Tengara (3)'],1,https://www.tripadvisor.co.id/Attraction_Review-g3648972-d13979034-Reviews-Tugu_Lobster-Pulau_Simeulue_Aceh_Sumatra.html
Batu Sudaya Balung - Pulau Simeulue,['Pemandangan & Tengara (3)'],0,https://www.tripadvisor.co.id/Attraction_Review-g3648972-d14004267-Reviews-Sudaya_Balung_Rock-Pulau_Simeulue_Aceh_Sumatra.html
Pantai Alus-Alus - Pulau Simeulue,"['Wisata Alam & Taman (3)', 'Aktivitas Luar Ruangan (2)']",5,https://www.tripadvisor.co.id/Attraction_Review-g3648972-d12921464-Reviews-Alus_Alus_Beach-Pulau_Simeulue_Aceh_Sumatra.html
Pantai Pasir Tinggi - Pulau Simeulue,"['Wisata Alam & Taman (3)', 'Aktivitas Luar Ruangan (2)']",4,https://www.tripadvisor.co.id/Attraction_Review-g3648972-d13984479-Reviews-Pasir_Tinggi_Beach-Pulau_Simeulue_Aceh_Sumatra.html
Pulau Penyu - Pulau Simeulue,['Wisata Alam & Taman (3)'],1,https://www.tripadvisor.co.id/Attraction_Review-g3648972-d12921455-Reviews-Turtle_Island-Pulau_Simeulue_Aceh_Sumatra.html
Pantai Selong Belanak - Selong Belanak,"['Aktivitas Luar Ruangan (11)', 'Wisata Alam & Taman (2)', 'Cocok untuk Pasangan (7)', 'Cocok untuk Anak-Anak (4)', 'Harga terjangkau (2)', 'Cocok untuk Kelompok Besar (2)', 'Lokasi bulan madu (2)', 'Masuk Gratis (1)']",956,https://www.tripadvisor.co.id/Attraction_Review-g2147811-d6894350-Reviews-Selong_Belanak_Beach-Selong_Belanak_Lombok_West_Nusa_Tenggara.html
MUL'S SURF SCHOOL - Selong Belanak,"['Aktivitas Luar Ruangan (11)', 'Tur (9)', 'Tur dengan Perahu & Olahraga Air (9)']",79,https://www.tripadvisor.co.id/Attraction_Review-g2147811-d12292761-Reviews-Mul_s_Surf_School-Selong_Belanak_Lombok_West_Nusa_Tenggara.html
Godspeed Surfshop - Selong Belanak,"['Aktivitas Luar Ruangan (11)', 'Tur (9)', 'Tur dengan Perahu & Olahraga Air (9)']",15,https://www.tripadvisor.co.id/Attraction_Review-g2147811-d17657265-Reviews-Godspeed_Surfshop-Selong_Belanak_Lombok_West_Nusa_Tenggara.html
Aqia Surf - Selong Belanak,"['Aktivitas Luar Ruangan (11)', 'Tur (9)', 'Tur dengan Perahu & Olahraga Air (9)']",14,https://www.tripadvisor.co.id/Attraction_Review-g2147811-d16711120-Reviews-Aqia_Surf-Selong_Belanak_Lombok_West_Nusa_Tenggara.html
Papa Surf School - Selong Belanak,"['Aktivitas Luar Ruangan (11)', 'Tur (9)', 'Tur dengan Perahu & Olahraga Air (9)']",21,https://www.tripadvisor.co.id/Attraction_Review-g2147811-d13837136-Reviews-Papa_Surf_School-Selong_Belanak_Lombok_West_Nusa_Tenggara.html
Ola Ola Lombok Surf School - Selong Belanak,"['Aktivitas Luar Ruangan (11)', 'Tur (9)', 'Tur dengan Perahu & Olahraga Air (9)']",14,https://www.tripadvisor.co.id/Attraction_Review-g2147811-d12812982-Reviews-Ola_Ola_Lombok_Surf_School-Selong_Belanak_Lombok_West_Nusa_Tenggara.html
