Spot/Vendor,Travel Destination,Spot / Vendor Name,Type,Link,Review Count
Margot Spa Bali - Denpasar,Denpasar,Margot Spa Bali,"['Museum (25)', 'Bagus Saat Hujan (170)']",https://www.tripadvisor.co.id/Attraction_Review-g297694-d4787411-Reviews-Margot_Spa_Bali-Denpasar_Bali.html,11.0
Craft District Gallery - Denpasar,Denpasar,Craft District Gallery,['Museum (25)'],https://www.tripadvisor.co.id/Attraction_Review-g297694-d10201822-Reviews-Craft_District_Gallery_BY_Appointment_only-Denpasar_Bali.html,6.0
Phalam Batik and Souvenirs - Denpasar,Denpasar,Phalam Batik and Souvenirs,['Museum (25)'],https://www.tripadvisor.co.id/Attraction_Review-g297694-d8146680-Reviews-Phalam_Batik_and_Souvenirs-Denpasar_Bali.html,12.0
Krisna Painting II - Denpasar,Denpasar,Krisna Painting II,['Museum (25)'],https://www.tripadvisor.co.id/Attraction_Review-g297700-d14911149-Reviews-Krisna_Painting_II-Sanur_Denpasar_Bali.html,2.0
CushCush Gallery - Denpasar,Denpasar,CushCush Gallery,"['Museum (25)', 'Bagus Saat Hujan (170)']",https://www.tripadvisor.co.id/Attraction_Review-g297694-d12339036-Reviews-CushCush_Gallery-Denpasar_Bali.html,10.0
Legian Art Painting - Denpasar,Denpasar,Legian Art Painting,['Museum (25)'],https://www.tripadvisor.co.id/Attraction_Review-g297694-d13188477-Reviews-Legian_Art_Painting-Denpasar_Bali.html,1.0
Mega Art Shop - Denpasar,Denpasar,Mega Art Shop,['Museum (25)'],https://www.tripadvisor.co.id/Attraction_Review-g297694-d3445878-Reviews-Mega_Art_Shop-Denpasar_Bali.html,2.0
Latta Mahosadi Museum - Denpasar,Denpasar,Latta Mahosadi Museum,['Museum (25)'],https://www.tripadvisor.co.id/Attraction_Review-g297694-d2704011-Reviews-Latta_Mahosadi_Museum-Denpasar_Bali.html,1.0
Galeri tenun ananda balinese - Denpasar,Denpasar,Galeri tenun ananda balinese,['Museum (25)'],https://www.tripadvisor.co.id/Attraction_Review-g297694-d7388120-Reviews-Galeri_tenun_ananda_balinese-Denpasar_Bali.html,1.0
Museum Bung Karno - Denpasar,Denpasar,Museum Bung Karno,['Museum (25)'],https://www.tripadvisor.co.id/Attraction_Review-g15239398-d16666092-Reviews-Museum_Bung_Karno-Dangin_Puri_Denpasar_Bali.html,1.0
Spacecraft Store - Denpasar,Denpasar,Spacecraft Store,['Museum (25)'],https://www.tripadvisor.co.id/Attraction_Review-g297694-d17412416-Reviews-Spacecraft_Store-Denpasar_Bali.html,
Balitop Gallery - Denpasar,Denpasar,Balitop Gallery,['Museum (25)'],https://www.tripadvisor.co.id/Attraction_Review-g297694-d12182000-Reviews-Balitop_Gallery-Denpasar_Bali.html,
Kartika-Chandra Batik Centre - Denpasar,Denpasar,Kartika-Chandra Batik Centre,['Museum (25)'],https://www.tripadvisor.co.id/Attraction_Review-g297694-d3445883-Reviews-Kartika_Chandra_Batik_Centre-Denpasar_Bali.html,
Serambi Arts Antida - Denpasar,Denpasar,Serambi Arts Antida,['Museum (25)'],https://www.tripadvisor.co.id/Attraction_Review-g297694-d3264569-Reviews-Serambi_Arts_Antida-Denpasar_Bali.html,
Denpasar Cineplex - Denpasar,Denpasar,Denpasar Cineplex,['Konser & Pertunjukan (5)'],https://www.tripadvisor.co.id/Attraction_Review-g297694-d7824711-Reviews-Denpasar_Cineplex-Denpasar_Bali.html,27.0
Bale Kulkul Bali - Denpasar,Denpasar,Bale Kulkul Bali,['Konser & Pertunjukan (5)'],https://www.tripadvisor.co.id/Attraction_Review-g297694-d13287524-Reviews-Bale_Kulkul_Bali-Denpasar_Bali.html,5.0
Uma Dewi Kecak & Sanghyang Dance - Denpasar,Denpasar,Uma Dewi Kecak & Sanghyang Dance,['Konser & Pertunjukan (5)'],https://www.tripadvisor.co.id/Attraction_Review-g297694-d8837938-Reviews-Uma_Dewi_Kecak_Sanghyang_Dance-Denpasar_Bali.html,16.0
Tari Bali - Catur Eka Budhi - Denpasar,Denpasar,Tari Bali - Catur Eka Budhi,['Konser & Pertunjukan (5)'],https://www.tripadvisor.co.id/Attraction_Review-g297700-d1924088-Reviews-Catur_Eka_Budhi_Bali_Dance-Sanur_Denpasar_Bali.html,78.0
Bali Wake Park - Denpasar,Denpasar,Bali Wake Park,"['Taman Air & Taman Hiburan (2)', 'Cocok untuk Pasangan (408)', 'Cocok untuk Anak-Anak (323)', 'Harga terjangkau (312)', 'Cocok untuk Kelompok Besar (268)', 'Cocok untuk Penggemar Aktivitas Ekstrem (131)']",https://www.tripadvisor.co.id/Attraction_Review-g297694-d7725291-Reviews-Bali_Wake_Park-Denpasar_Bali.html,186.0
Citraland Waterpark - Denpasar,Denpasar,Citraland Waterpark,"['Taman Air & Taman Hiburan (2)', 'Cocok untuk Anak-Anak (323)']",https://www.tripadvisor.co.id/Attraction_Review-g297694-d10681987-Reviews-Citraland_Waterpark-Denpasar_Bali.html,11.0
Gili Getaway - Denpasar,Denpasar,Gili Getaway,"['Cocok untuk Pasangan (408)', 'Cocok untuk Anak-Anak (323)', 'Harga terjangkau (312)', 'Cocok untuk Kelompok Besar (268)']",https://www.tripadvisor.co.id/Attraction_Review-g3137978-d7161292-Reviews-Gili_Getaway-Serangan_Denpasar_Bali.html,731.0
Bali Dolphins - Denpasar,Denpasar,Bali Dolphins,['Cocok untuk Pasangan (408)'],https://www.tripadvisor.co.id/Attraction_Review-g297700-d1556671-Reviews-Bali_Dolphins-Sanur_Denpasar_Bali.html,459.0
Bali On Holidays - Tur Harian - Denpasar,Denpasar,Bali On Holidays - Tur Harian,"['Cocok untuk Pasangan (408)', 'Cocok untuk Kelompok Besar (268)', 'Lokasi bulan madu (145)']",https://www.tripadvisor.co.id/Attraction_Review-g297694-d8106736-Reviews-Bali_On_Holidays_Day_Tours-Denpasar_Bali.html,28.0
BE Bali Tour - Tur Harian - Denpasar,Denpasar,BE Bali Tour - Tur Harian,"['Cocok untuk Pasangan (408)', 'Cocok untuk Kelompok Besar (268)']",https://www.tripadvisor.co.id/Attraction_Review-g297694-d6538768-Reviews-BE_Bali_Tour_Day_Tours-Denpasar_Bali.html,28.0
Trans Studio Mall Bali - Denpasar,Denpasar,Trans Studio Mall Bali,"['Cocok untuk Anak-Anak (323)', 'Bagus Saat Hujan (170)']",https://www.tripadvisor.co.id/Attraction_Review-g297694-d17558343-Reviews-Trans_Studio_Mall_Bali-Denpasar_Bali.html,43.0
Gili Cat Fast Boat - Denpasar,Denpasar,Gili Cat Fast Boat,['Cocok untuk Anak-Anak (323)'],https://www.tripadvisor.co.id/Attraction_Review-g297700-d4743402-Reviews-Gili_Cat_Fast_Boat-Sanur_Denpasar_Bali.html,221.0
Sri Rejeki Express - Denpasar,Denpasar,Sri Rejeki Express,"['Cocok untuk Anak-Anak (323)', 'Cocok untuk Kelompok Besar (268)']",https://www.tripadvisor.co.id/Attraction_Review-g297700-d12123192-Reviews-Sri_Rejeki_Express-Sanur_Denpasar_Bali.html,67.0
Dolphin Lodge Bali - Denpasar,Denpasar,Dolphin Lodge Bali,['Cocok untuk Anak-Anak (323)'],https://www.tripadvisor.co.id/Attraction_Review-g297694-d12851210-Reviews-Dolphin_Lodge_Bali-Denpasar_Bali.html,9.0
Ramayana Bali Mall - Denpasar,Denpasar,Ramayana Bali Mall,"['Harga terjangkau (312)', 'Bagus Saat Hujan (170)', 'Masuk Gratis (59)']",https://www.tripadvisor.co.id/Attraction_Review-g297694-d2470729-Reviews-Ramayana_Bali_Mall-Denpasar_Bali.html,89.0
Lotte Mart - Denpasar,Denpasar,Lotte Mart,['Bagus Saat Hujan (170)'],https://www.tripadvisor.co.id/Attraction_Review-g297694-d12910402-Reviews-Lotte_Mart-Denpasar_Bali.html,14.0
Siren Diving Lembongan - Nusa Lembongan,Nusa Lembongan,Siren Diving Lembongan,['Aktivitas Luar Ruangan (79)'],https://www.tripadvisor.co.id/Attraction_Review-g1137831-d12369051-Reviews-Siren_Diving_Lembongan-Nusa_Lembongan_Bali.html,650.0
French Kiss Divers - Nusa Lembongan,Nusa Lembongan,French Kiss Divers,['Aktivitas Luar Ruangan (79)'],https://www.tripadvisor.co.id/Attraction_Review-g1137831-d12883979-Reviews-French_Kiss_Divers-Nusa_Lembongan_Bali.html,1053.0
Tamarind Divers - Nusa Lembongan,Nusa Lembongan,Tamarind Divers,['Aktivitas Luar Ruangan (79)'],https://www.tripadvisor.co.id/Attraction_Review-g1137831-d10341704-Reviews-Tamarind_Divers-Nusa_Lembongan_Bali.html,672.0
Legend Diving Lembongan - Nusa Lembongan,Nusa Lembongan,Legend Diving Lembongan,['Aktivitas Luar Ruangan (79)'],https://www.tripadvisor.co.id/Attraction_Review-g1137831-d10188602-Reviews-Legend_Diving_Lembongan-Nusa_Lembongan_Bali.html,782.0
Dive Concepts Lembongan - Nusa Lembongan,Nusa Lembongan,Dive Concepts Lembongan,['Aktivitas Luar Ruangan (79)'],https://www.tripadvisor.co.id/Attraction_Review-g1137831-d8714593-Reviews-Dive_Concepts_Lembongan-Nusa_Lembongan_Bali.html,1707.0
Roctopus Dive Lembongan - Nusa Lembongan,Nusa Lembongan,Roctopus Dive Lembongan,['Aktivitas Luar Ruangan (79)'],https://www.tripadvisor.co.id/Attraction_Review-g1137831-d14982124-Reviews-Roctopus_Dive_Lembongan-Nusa_Lembongan_Bali.html,184.0
Blue Corner Freedive - Nusa Lembongan,Nusa Lembongan,Blue Corner Freedive,['Aktivitas Luar Ruangan (79)'],https://www.tripadvisor.co.id/Attraction_Review-g1137831-d15276863-Reviews-Blue_Corner_Freedive-Nusa_Lembongan_Bali.html,135.0
WiFish Dive - Nusa Lembongan,Nusa Lembongan,WiFish Dive,['Aktivitas Luar Ruangan (79)'],https://www.tripadvisor.co.id/Attraction_Review-g1137831-d12072163-Reviews-WiFish_Dive-Nusa_Lembongan_Bali.html,155.0
Scuba Center Asia Lembongan - Nusa Lembongan,Nusa Lembongan,Scuba Center Asia Lembongan,['Aktivitas Luar Ruangan (79)'],https://www.tripadvisor.co.id/Attraction_Review-g1137831-d10293526-Reviews-Scuba_Center_Asia_Lembongan-Nusa_Lembongan_Bali.html,471.0
Lembongan Trip - Nusa Lembongan,Nusa Lembongan,Lembongan Trip,['Aktivitas Luar Ruangan (79)'],https://www.tripadvisor.co.id/Attraction_Review-g1137831-d9773609-Reviews-Lembongan_Trip-Nusa_Lembongan_Bali.html,485.0
Twin Island Dive - Nusa Lembongan,Nusa Lembongan,Twin Island Dive,['Aktivitas Luar Ruangan (79)'],https://www.tripadvisor.co.id/Attraction_Review-g1137831-d10376369-Reviews-Twin_Island_Dive-Nusa_Lembongan_Bali.html,223.0
Menyelam - World Diving Lembongan - Nusa Lembongan,Nusa Lembongan,Menyelam - World Diving Lembongan,['Aktivitas Luar Ruangan (79)'],https://www.tripadvisor.co.id/Attraction_Review-g1137831-d2029097-Reviews-World_Diving_Lembongan-Nusa_Lembongan_Bali.html,603.0
Planet Nomadas Resort - Nusa Lembongan,Nusa Lembongan,Planet Nomadas Resort,['Aktivitas Luar Ruangan (79)'],https://www.tripadvisor.co.id/Attraction_Review-g1137831-d7712866-Reviews-Planet_Nomadas_Resort-Nusa_Lembongan_Bali.html,316.0
Lembongan Snorkeling Trips - Nusa Lembongan,Nusa Lembongan,Lembongan Snorkeling Trips,['Aktivitas Luar Ruangan (79)'],https://www.tripadvisor.co.id/Attraction_Review-g1137831-d12910191-Reviews-Lembongan_Snorkeling_Trips-Nusa_Lembongan_Bali.html,471.0
Lembongan Discovery Dive - Nusa Lembongan,Nusa Lembongan,Lembongan Discovery Dive,['Aktivitas Luar Ruangan (79)'],https://www.tripadvisor.co.id/Attraction_Review-g1137831-d9781786-Reviews-Lembongan_Discovery_Dive-Nusa_Lembongan_Bali.html,221.0
Menyelam - Blue Corner Dive - Nusa Lembongan,Nusa Lembongan,Menyelam - Blue Corner Dive,['Aktivitas Luar Ruangan (79)'],https://www.tripadvisor.co.id/Attraction_Review-g1137831-d2192794-Reviews-Blue_Corner_Dive-Nusa_Lembongan_Bali.html,1069.0
Lembongan Dive Adventures - Nusa Lembongan,Nusa Lembongan,Lembongan Dive Adventures,['Aktivitas Luar Ruangan (79)'],https://www.tripadvisor.co.id/Attraction_Review-g1137831-d2157756-Reviews-Lembongan_Dive_Adventures-Nusa_Lembongan_Bali.html,190.0
Sekolah Selancar Nusa Islands - Nusa Lembongan,Nusa Lembongan,Sekolah Selancar Nusa Islands,['Aktivitas Luar Ruangan (79)'],https://www.tripadvisor.co.id/Attraction_Review-g1137831-d7146331-Reviews-Nusa_Islands_Surf_School-Nusa_Lembongan_Bali.html,192.0
Newbro Surfing - Nusa Lembongan,Nusa Lembongan,Newbro Surfing,['Aktivitas Luar Ruangan (79)'],https://www.tripadvisor.co.id/Attraction_Review-g1137831-d2521537-Reviews-Newbro_Surfing-Nusa_Lembongan_Bali.html,475.0
Bali Diving Academy Lembongan - Nusa Lembongan,Nusa Lembongan,Bali Diving Academy Lembongan,['Aktivitas Luar Ruangan (79)'],https://www.tripadvisor.co.id/Attraction_Review-g1137831-d1961275-Reviews-Bali_Diving_Academy_Lembongan-Nusa_Lembongan_Bali.html,381.0
Monkey Surfing - Nusa Lembongan,Nusa Lembongan,Monkey Surfing,['Aktivitas Luar Ruangan (79)'],https://www.tripadvisor.co.id/Attraction_Review-g1137831-d2064946-Reviews-Monkey_Surfing-Nusa_Lembongan_Bali.html,360.0
Pusat Menyelam Lembongan - Nusa Lembongan,Nusa Lembongan,Pusat Menyelam Lembongan,['Aktivitas Luar Ruangan (79)'],https://www.tripadvisor.co.id/Attraction_Review-g1137831-d2178287-Reviews-Lembongan_Dive_Center-Nusa_Lembongan_Bali.html,610.0
Bali Hai Diving Lembongan - Nusa Lembongan,Nusa Lembongan,Bali Hai Diving Lembongan,['Aktivitas Luar Ruangan (79)'],https://www.tripadvisor.co.id/Attraction_Review-g1137831-d12921272-Reviews-Bali_Hai_Diving_Lembongan-Nusa_Lembongan_Bali.html,89.0
Menyelam - Big Fish Diving - Nusa Lembongan,Nusa Lembongan,Menyelam - Big Fish Diving,['Aktivitas Luar Ruangan (79)'],https://www.tripadvisor.co.id/Attraction_Review-g1137831-d1943216-Reviews-Big_Fish_Diving-Nusa_Lembongan_Bali.html,344.0
Two Fish Divers Lembongan - Nusa Lembongan,Nusa Lembongan,Two Fish Divers Lembongan,['Aktivitas Luar Ruangan (79)'],https://www.tripadvisor.co.id/Attraction_Review-g1137831-d3308580-Reviews-Two_Fish_Divers_Lembongan-Nusa_Lembongan_Bali.html,364.0
Aquaman Snorkeling Lembongan - Nusa Lembongan,Nusa Lembongan,Aquaman Snorkeling Lembongan,['Aktivitas Luar Ruangan (79)'],https://www.tripadvisor.co.id/Attraction_Review-g1137831-d19683178-Reviews-Aquaman_Snorkeling_Lembongan-Nusa_Lembongan_Bali.html,45.0
Manu Dreampoint - Nusa Lembongan,Nusa Lembongan,Manu Dreampoint,['Aktivitas Luar Ruangan (79)'],https://www.tripadvisor.co.id/Attraction_Review-g1137831-d12358865-Reviews-Manu_Dreampoint-Nusa_Lembongan_Bali.html,114.0
Olahraga Air Lembongan - Nusa Lembongan,Nusa Lembongan,Olahraga Air Lembongan,['Aktivitas Luar Ruangan (79)'],https://www.tripadvisor.co.id/Attraction_Review-g1137831-d6002651-Reviews-Lembongan_Water_Sport-Nusa_Lembongan_Bali.html,543.0
Lembongan Surf Lesson - Nusa Lembongan,Nusa Lembongan,Lembongan Surf Lesson,['Aktivitas Luar Ruangan (79)'],https://www.tripadvisor.co.id/Attraction_Review-g1137831-d7059244-Reviews-Lembongan_Surf_Lesson-Nusa_Lembongan_Bali.html,60.0
Drift Divers Lembongan - Nusa Lembongan,Nusa Lembongan,Drift Divers Lembongan,['Aktivitas Luar Ruangan (79)'],https://www.tripadvisor.co.id/Attraction_Review-g1137831-d3343901-Reviews-Drift_Divers_Lembongan-Nusa_Lembongan_Bali.html,193.0
Tonic Body and Soul Spa - Nusa Lembongan,Nusa Lembongan,Tonic Body and Soul Spa,['Spa & Kebugaran (24)'],https://www.tripadvisor.co.id/Attraction_Review-g1137831-d13978751-Reviews-Tonic_Body_and_Soul_Spa-Nusa_Lembongan_Bali.html,127.0
Two Angel Lembongan Spa - Nusa Lembongan,Nusa Lembongan,Two Angel Lembongan Spa,['Spa & Kebugaran (24)'],https://www.tripadvisor.co.id/Attraction_Review-g1137831-d13778651-Reviews-Two_Angel_Lembongan_Spa-Nusa_Lembongan_Bali.html,162.0
Serenity Yoga Lembongan - Nusa Lembongan,Nusa Lembongan,Serenity Yoga Lembongan,"['Spa & Kebugaran (24)', 'Kursus & Sanggar (5)']",https://www.tripadvisor.co.id/Attraction_Review-g1137831-d7815245-Reviews-Serenity_Yoga_Lembongan-Nusa_Lembongan_Bali.html,229.0
Yoga Bliss Lembongan - Nusa Lembongan,Nusa Lembongan,Yoga Bliss Lembongan,"['Spa & Kebugaran (24)', 'Kursus & Sanggar (5)']",https://www.tripadvisor.co.id/Attraction_Review-g1137831-d10283595-Reviews-Yoga_Bliss_Lembongan-Nusa_Lembongan_Bali.html,150.0
Spa Harumaya - Nusa Lembongan,Nusa Lembongan,Spa Harumaya,['Spa & Kebugaran (24)'],https://www.tripadvisor.co.id/Attraction_Review-g1137831-d6931320-Reviews-Harumaya_Day_Spa-Nusa_Lembongan_Bali.html,228.0
Kemilau Spa and Wellnes - Nusa Lembongan,Nusa Lembongan,Kemilau Spa and Wellnes,['Spa & Kebugaran (24)'],https://www.tripadvisor.co.id/Attraction_Review-g1137831-d10073596-Reviews-Kemilau_Spa_and_Wellnes-Nusa_Lembongan_Bali.html,153.0
Yoga Dunia Lembongan - Nusa Lembongan,Nusa Lembongan,Yoga Dunia Lembongan,"['Spa & Kebugaran (24)', 'Kursus & Sanggar (5)']",https://www.tripadvisor.co.id/Attraction_Review-g1137831-d13128051-Reviews-Yoga_Dunia_Lembongan-Nusa_Lembongan_Bali.html,100.0
Yoga Shack Lembongan - Nusa Lembongan,Nusa Lembongan,Yoga Shack Lembongan,['Spa & Kebugaran (24)'],https://www.tripadvisor.co.id/Attraction_Review-g1137831-d2314100-Reviews-Yoga_Shack_Lembongan-Nusa_Lembongan_Bali.html,107.0
Devadav Massage - Nusa Lembongan,Nusa Lembongan,Devadav Massage,['Spa & Kebugaran (24)'],https://www.tripadvisor.co.id/Attraction_Review-g1137831-d10210217-Reviews-Devadav_Massage-Nusa_Lembongan_Bali.html,64.0
Edelweiss Massage And Spa - Nusa Lembongan,Nusa Lembongan,Edelweiss Massage And Spa,['Spa & Kebugaran (24)'],https://www.tripadvisor.co.id/Attraction_Review-g1137831-d18844309-Reviews-Edelweiss_Massage_And_Spa-Nusa_Lembongan_Bali.html,12.0
Spa Glo di Sandy Bay - Nusa Lembongan,Nusa Lembongan,Spa Glo di Sandy Bay,['Spa & Kebugaran (24)'],https://www.tripadvisor.co.id/Attraction_Review-g1137831-d3398775-Reviews-Glo_Spa_at_Sandy_Bay-Nusa_Lembongan_Bali.html,66.0
Spa Organik Lembongan - Nusa Lembongan,Nusa Lembongan,Spa Organik Lembongan,['Spa & Kebugaran (24)'],https://www.tripadvisor.co.id/Attraction_Review-g1137831-d3546014-Reviews-Organic_Lembongan_Spa-Nusa_Lembongan_Bali.html,70.0
Santosha Yoga Village - Nusa Lembongan,Nusa Lembongan,Santosha Yoga Village,"['Spa & Kebugaran (24)', 'Kursus & Sanggar (5)']",https://www.tripadvisor.co.id/Attraction_Review-g1137831-d12987342-Reviews-Santosha_Yoga_Village-Nusa_Lembongan_Bali.html,32.0
Ulian spa lembongan - Nusa Lembongan,Nusa Lembongan,Ulian spa lembongan,['Spa & Kebugaran (24)'],https://www.tripadvisor.co.id/Attraction_Review-g1137831-d7974326-Reviews-Ulian_spa_lembongan-Nusa_Lembongan_Bali.html,29.0
Kayana Spa - Nusa Lembongan,Nusa Lembongan,Kayana Spa,['Spa & Kebugaran (24)'],https://www.tripadvisor.co.id/Attraction_Review-g1137831-d6904612-Reviews-Kayana_Spa-Nusa_Lembongan_Bali.html,64.0
Sunset Coin Spa - Nusa Lembongan,Nusa Lembongan,Sunset Coin Spa,['Spa & Kebugaran (24)'],https://www.tripadvisor.co.id/Attraction_Review-g1137831-d7244497-Reviews-Sunset_Coin_Spa-Nusa_Lembongan_Bali.html,19.0
The Syron Spa - Nusa Lembongan,Nusa Lembongan,The Syron Spa,['Spa & Kebugaran (24)'],https://www.tripadvisor.co.id/Attraction_Review-g1137831-d15300694-Reviews-The_Syron_Spa-Nusa_Lembongan_Bali.html,7.0
The Retreat Lembongan - Nusa Lembongan,Nusa Lembongan,The Retreat Lembongan,['Spa & Kebugaran (24)'],https://www.tripadvisor.co.id/Attraction_Review-g1137831-d12596161-Reviews-The_Retreat_Lembongan-Nusa_Lembongan_Bali.html,1.0
Spa dan Salon Eny - Nusa Lembongan,Nusa Lembongan,Spa dan Salon Eny,['Spa & Kebugaran (24)'],https://www.tripadvisor.co.id/Attraction_Review-g1137831-d3971932-Reviews-Eny_Salon_and_Spa-Nusa_Lembongan_Bali.html,18.0
Tjendana Spa - Nusa Lembongan,Nusa Lembongan,Tjendana Spa,['Spa & Kebugaran (24)'],https://www.tripadvisor.co.id/Attraction_Review-g1137831-d17595943-Reviews-Tjendana_Spa-Nusa_Lembongan_Bali.html,1.0
Putri Ayu Spa - Nusa Lembongan,Nusa Lembongan,Putri Ayu Spa,['Spa & Kebugaran (24)'],https://www.tripadvisor.co.id/Attraction_Review-g1137831-d19259918-Reviews-Putri_Ayu_Spa-Nusa_Lembongan_Bali.html,1.0
Dream Beach Spa - Nusa Lembongan,Nusa Lembongan,Dream Beach Spa,['Spa & Kebugaran (24)'],https://www.tripadvisor.co.id/Attraction_Review-g1137831-d14982022-Reviews-Dream_Beach_Spa-Nusa_Lembongan_Bali.html,5.0
Dungun Spa & Salon - Nusa Lembongan,Nusa Lembongan,Dungun Spa & Salon,['Spa & Kebugaran (24)'],https://www.tripadvisor.co.id/Attraction_Review-g1137831-d17739420-Reviews-Dungun_Spa_Salon-Nusa_Lembongan_Bali.html,
Isla Indah Yoga & Meditation - Nusa Lembongan,Nusa Lembongan,Isla Indah Yoga & Meditation,['Spa & Kebugaran (24)'],https://www.tripadvisor.co.id/Attraction_Review-g1137831-d18966650-Reviews-Isla_Indah_Yoga_Meditation-Nusa_Lembongan_Bali.html,
Santosha Yoga Institute - Nusa Lembongan,Nusa Lembongan,Santosha Yoga Institute,['Kursus & Sanggar (5)'],https://www.tripadvisor.co.id/Attraction_Review-g1137831-d18378693-Reviews-Santosha_Yoga_Institute-Nusa_Lembongan_Bali.html,2.0
Tebing Devil`s Tears - Nusa Lembongan,Nusa Lembongan,Tebing Devil`s Tears,"['Wisata Alam & Taman (5)', 'Cocok untuk Pasangan (56)', 'Harga terjangkau (48)', 'Cocok untuk Penggemar Aktivitas Ekstrem (36)', 'Berjiwa petualang (25)', 'Cocok untuk Kelompok Besar (21)', 'Lokasi bulan madu (21)', 'Masuk Gratis (7)']",https://www.tripadvisor.co.id/Attraction_Review-g1137831-d3640892-Reviews-Devil_s_Tears-Nusa_Lembongan_Bali.html,2809.0
Hutan Bakau Nusa Lembongan - Nusa Lembongan,Nusa Lembongan,Hutan Bakau Nusa Lembongan,"['Wisata Alam & Taman (5)', 'Cocok untuk Pasangan (56)', 'Harga terjangkau (48)', 'Cocok untuk Anak-Anak (21)', 'Cocok untuk Kelompok Besar (21)', 'Lokasi bulan madu (21)']",https://www.tripadvisor.co.id/Attraction_Review-g1137831-d3640894-Reviews-Mangrove_Forest_Nusa_Lembongan-Nusa_Lembongan_Bali.html,1092.0
Pantai Selambung - Nusa Lembongan,Nusa Lembongan,Pantai Selambung,"['Wisata Alam & Taman (5)', 'Harga terjangkau (48)', 'Cocok untuk Anak-Anak (21)', 'Masuk Gratis (7)']",https://www.tripadvisor.co.id/Attraction_Review-g1137831-d6552906-Reviews-Selambung_Beach-Nusa_Lembongan_Bali.html,85.0
Pantai Jungut Batu - Nusa Lembongan,Nusa Lembongan,Pantai Jungut Batu,"['Wisata Alam & Taman (5)', 'Cocok untuk Anak-Anak (21)', 'Masuk Gratis (7)']",https://www.tripadvisor.co.id/Attraction_Review-g1137831-d13614985-Reviews-Jungut_Batu_Beach-Nusa_Lembongan_Bali.html,54.0
